authors,category,content,date,id,img_src,section,tags,title,topics,url
Matthew Lynley,Enterprise,"GetAccept co-founder Mathias Thulin is very familiar with a common problem sales representatives have: they have a great meeting with a potential customer, fire off an email to follow up on that deal and send a thank you note, and then hear nothing back.
With all these leads going dark, Thulin and his co-founder Samir Smajic wanted to dig into the data to figure out what was happening. To do that, they decided to start GetAccept, an e-signature service that helps representatives track their documents and help close those deals. The start-up today said that it has raised $1.6 million in a seed funding round from Amino Capital and Y Combinator, as well as other angel investors. GetAccept came out of Y Combinator in 2016.
“Too many times you had a great meeting that you just said, ah I love this, send me a proposal and I will talk with my manager and get back to you next week,” Thulin said. “Then, they just go dark. There are much more decision-makers involved that they tell you about, and also that it’s so hard to understand how engaged they actually are. You don’t know what’s happening after you sent the proposal. It’s so easy to ignore your inbox and phone when you try to follow-up with a sales rep.”
Internally, GetAccept analyses a sales representative’s behavior to see why they are closing on more deals, or vice versa. It looks for cues, like a sales representative including a product demo or the company connecting directly through a chat bot that then connects them directly to another representative. These sales representatives can also lean on retargeting, chasing their leads across platforms in order to build that awareness. Thulin argues that it’s all these light touches that can help companies close that deal, but often times they just go overlooked.

He also likes to say that his startup is based on artificial intelligence — though you won’t find it at the deep, complex level of a convolutional neural network. But there is certainly some learning happening in the background, with algorithms studying the behavior of the best sales people and the trick and quirks they have that are helping them close better sales leads. It’s not some kind of hardcore AI that would come out of a lab at Stanford, but this kind of self-reflecting software is a hallmark of many emerging enterprise sales startups that look to help businesses streamline their processes.
“If we could find the triggers that could help push the deal forward, we would do it,” Smajic said. “We see that it’s really for different reasons why sales reps can push the lead forward. If [potential customers] don’t open the document in 24 hours, then we definitely need to address it. We also see another case that if they forward it to other people [in the organization] that the deal will be postponed because there are people involved. We figured out we couldn’t use generic tools, and that was the reason.”
GetAccept, with this seed funding, still faces an uphill battle against e-signature companies like DocuSign and lead tracking from existing lead-tracking CRM start-ups like Gong or Attach. Those are two very significant markets, though Smajic says that by targeting a product that does both of them will help them outmaneuver the companies that look to eventually dig into each others’ territories. Getting there first will help, though it remains to be seen if they will be able to get the kind of widespread adoption that these companies have already built up.",2017-09-04,1535201,https://tctechcrunch2011.files.wordpress.com/2017/09/founders_20171.jpg?w=738,enterprise/,,GetAccept raises $1.6M to help companies close sales leads faster,y-combinator,https://techcrunch.com/2017/09/04/getaccept-raises-1-6m-to-help-companies-close-sales-leads-faster/
Ron Miller,Enterprise,"Michael and Susan Dell have doubled down on the tech industry’s commitment to bail out Texas as it recovers from Hurricane Harvey. The couple pledged a whopping $36 million to the effort through their foundation today.
The money, which represents the largest single contribution to date for the disaster, comes in the form of an $18 million seed contribution, followed by a dollar matching pledge up to another $18 million for a total of $36 million.
“Susan and I are committing $36M to this important work, by giving half this amount to launch the fund, and by starting a matching campaign that will kick off today and continue through midnight on Monday, September 4. During the campaign, we will match $1 for every $2 you donate,” The Dells wrote in a blog post on their foundation website.
The goal is to raise $100 million via a combination of private contributions and dollar matching by the Dell Foundation for people ravaged by the storm surge.
For the Dells, who both grew up in Texas, this hits home. “This disaster is personal to everyone who has roots in Texas. Both of us were born and raised in Texas, and the street Michael grew up on in Houston is under water now,” they wrote in the blog post.
The Dells launched the Foundation 15 years ago to help children living in urban poverty on a global scale, concentrating on education and healthcare. Working with partner organizations, the Foundation has committed more than $1.38 billion to the effort, according to the Foundation website.
Michael Dell famously founded Dell Computer in his dorm room at the University of Texas at Austin in 1984 and went on to build a multi-billion enterprise hardware and software company.",2017-09-01,1535157,https://tctechcrunch2011.files.wordpress.com/2017/08/gettyimages-840239148.jpg?w=738,enterprise/,"hurricane-harvey,charity",Dell Foundation pledges $36 million to Harvey relief effort,dell,https://techcrunch.com/2017/09/01/dell-foundation-pledges-36-million-to-harvey-relief-effort/
John Mannes,Cloud,"Facebook is planning to open source LogDevice, the company’s custom-built solution for storing logs collected from distributed data centers. The company made the announcement as part of its Scale conference.
Logs are used to track database events. If a server suffers an outage for any reason, companies need a way to debug, perform security audits and ensure consistency between servers. This is particularly important to Facebook, which holds immense amounts of your content across its massive data centers around the world.
LogDevice is capable of recording data regardless of hardware or network issues. If something breaks, it will simply hand-off the task of collecting logs. And when everything turns back on, LogDevice can restore records at between five and 10 gigabytes per second.
If you’re Facebook, and will soon have 10 data centers, you need a system of record to ensure each center is on the same page. And things get extra complicated when you consider the complexity of backups the company needs to do with its data. LogDevice helps when you need to replicate data from these separate data centers.
If you get frustrated and regretfully throw an expensive server across the room, LogDevice will report exactly which records were lost. By separating record sequencing and storage, and randomly assigning records to different storage locations, it enhances resiliency of the entire data center.
Facebook didn’t give an exact date for when it expects to open source LogDevice, but it says it will occur later in 2017.",2017-08-31,1534412,https://tctechcrunch2011.files.wordpress.com/2017/08/21267728_10110519477908865_1022841449_o1.jpg?w=738,enterprise/,"data-management,software,computing",Facebook to open source LogDevice for storing logs from distributed data centers,facebook,https://techcrunch.com/2017/08/31/facebook-to-open-source-logdevice-for-storing-logs-from-distributed-data-centers/
Ron Miller,Apps,"Salesforce and IBM are joining forces again as they attempt to deepen their alliance. The partnership began last March when they agreed to sell each other’s artificial intelligence products, Watson and Einstein. Today’s announcement is all about data integration.
Salesforce will be adding the ability to include IBM weather data in Lightning apps, while IBM will enable customers to easily build apps that include Salesforce data.
IBM bought The Weather Company in 2015 because it was hot for all that delicious data. Apparently Salesforce is too, because the first part of today’s announcement involves a few specific types of weather data integration on the Salesforce Lightning platform.
For starters, there is a Lightning component called Weather Focus, which allows developers to build weather data into applications. For example, a customer building an ecommerce app on Salesforce could automatically adjust the delivery date of a purchase based on weather conditions.
Secondly, Weather Recorder lets users record weather data by date range directly into a Salesforce record. This could come in handy, for example, for an insurance app to incorporate information about a catastrophic weather event and help underwriters understand the conditions at the time of the claim.
Finally, with the Scheduling Assistant you can set up appointments based on weather data, making sure there isn’t say a snow storm in the forecast that could keep you from showing up.
The second part of today’s announcement is about incorporating Salesforce data into IBM apps. Just as you can build weather data into Salesforce apps, you can also incorporate Salesforce data into IBM apps now via IBM Cloud Integration for Salesforce. This could be useful for pulling Salesforce data together with news and other relevant data to enable salespeople to react more quickly to customer needs based on a variety of external conditions (including the weather).
When you hear that IBM and Salesforce are partnering, you might do a double take — who and who? The two companies couldn’t be more different. IBM is over a century old and has experienced more than a few significant business shifts in its time. Salesforce is a youngster by comparison, born as cloud company in the late 1990s to take on establishment companies like IBM.
But the two organizations have the enterprise in common, and chances are they have customers who want to use data from one another. Ultimately, this is a simple data integration story, giving each company’s customers easy access to some valuable data.",2017-08-31,1534312,https://tctechcrunch2011.files.wordpress.com/2017/08/gettyimages-173639499.jpg?w=738,enterprise/,"partnerships,ibm","Salesforce, IBM deepen partnership with new app integrations",salesforce,https://techcrunch.com/2017/08/31/salesforce-and-ibm-deepen-partnership-with-some-new-app-integrations/
Katie Roof,Enterprise,"Cloud storage company Box reported second quarter earnings after the bell on Wednesday. And although the company beat expectations on revenue and losses, it wasn’t enough to please Wall Street.  The stock fell almost 4% in after-hours trading.
It seems that part of the issue related to the company losing its cash flow positive status for the quarter, coming in at a negative $14.7 million.  But Levie told TechCrunch that investors shouldn’t worry going forward because the company is “going to be free cash flow positive for the entire year.”
Box brought in $122.9 million in revenue, up 28% year-over-year. It’s also above the $121.7 million that analysts were expecting, according to Thomson Reuters.
Adjusted losses were 11 cents per share, when analysts were predicting a loss of 13 cents. This was 3 cents better than it was for the same period last year.
It was “one of our strongest quarters from momentum and innovation,” said Levie. Box has “thousands of new and existing customers.”
He also spoke highly of Stephanie Carillo, the new COO that Box just hired. She’s “really taking the reigns.”
The company said its revenue for the year is expected to be between $503 million and $506 million.
Levie said that artificial intelligence and machine learning are going to be key focuses for Box this year.
 ",2017-08-30,1534176,https://tctechcrunch2011.files.wordpress.com/2015/05/aaron-levie9.jpg?w=738,enterprise/,aaron-levie,Box shares down 4% despite what Levie calls “one of our strongest quarters”,box,https://techcrunch.com/2017/08/30/box-shares-down-4-despite-what-levie-calls-one-of-our-strongest-quarters/
Matthew Lynley,Apps,"Dropbox continues to tune its products as it tries to tap a bigger audience within larger companies with some updates today to its collaboration tool Paper, including the ability to preview documents before loading them.
As a blank slate, Paper is increasingly popular with designers you might talk to in Silicon Valley. It basically turns the process of designing and building a product spec into a living, breathing flow of information online. As such, Dropbox seems to have started to recognize the opportunity of catering to these users as it starts the drip-drip-drip of incremental product updates to suit those popular needs.
Here’s a quick rundown of what’s getting updated today: users are able to create folders on their mobile devices and move Paper documents into them; they can now delete or archive their Paper documents on their phones; finally, users can now preview Paper documents before opening them. All of these seem to be on the smallish side, but they’re worth noting as Dropbox is a company that touts its simplicity and has to take care not to feature creep a product like Paper.
Dropbox is also giving developers a way to create or edit Paper documents in their own apps, which is a move that will potentially move the product outside of the bounds of the traditional Dropbox experience. But this is also important because it gives third parties which are accustomed to working on these kinds of documents in their own environments a way to do that with Dropbox.
That’s a perpetual danger for any company that tries to lean on its brand as a simpler product, especially as the company tries to break into a mainstream enterprise tool that has to cater to dozens of different team requirements. Dropbox’s challenge is building a more generalized, abstract version of the collaboration tools you might find in other massive products.
It’s going to need to do just that as the company seems increasingly primed for an IPO. The company is reportedly following all the incremental steps toward going public. It’s inevitably going to be compared to companies like Box or Microsoft, but with an origin story as a consumer product, it has to provide a unique pitch if it looks to become a full-fledged business that’s able to tap both consumer and enterprise demand.",2017-08-30,1533753,https://tctechcrunch2011.files.wordpress.com/2016/08/dropbox-paper-beta.png?w=738,enterprise/,paper,Dropbox Paper gets document previews and some other small updates,"microsoft,box,dropbox-inc",https://techcrunch.com/2017/08/30/dropbox-paper-gets-document-previews-and-some-other-small-updates/
Ron Miller,Enterprise,"As blockchains begin to gain in popularity, a need is developing to enable them to communicate with one another. That would require a networking infrastructure to facilitate that communication, and that’s precisely what Nuco, a Toronto-based startup is trying to do with the release of the Aion blockchain network today.
Nuco CEO Matthew Spoke says that while each network is ultimately responsible for building its own level of trust within its blockchain, once you start to move outside the realm of your private blockchain as banks, governments, healthcare providers and anyone else working with this kind of data is inevitably going to do, you need a system to make that happen. Nuco built Aion to provide that mechanism.
He says that at its core, Aion becomes the plumbing to move data around. “[Aion provides the] middleware for blockchains to communicate with each other, and the ability to pass messages between them,” he says.
Spoke, who along with his co-founders, were originally part of the blockchain team at Deloitte, formed the company last year to begin building enterprise blockchain infrastructure, but they began to realize that while many large organizations were building private blockchains, there was a growing need for a public mechanism. As the blockchain concept begins to scale and becomes an integral part of the economic system, it requires a generic way of moving information.
There are a couple of major hurdles to get people to build and use a system like this. First of all, they have to convince organizations to move information between blockchains in a public way. Second, it requires a single way to move that information, a kind of networking protocol. Once they agree to the former, the latter becomes an inevitable requirement.
Companies can find a way to monetize their participation on the network by charging Aion tokens, a type of digital currency, to move certain kinds of data across inter-chain bridges. This ability could lure more companies to move to the network, Spoke explained.
That said, he sees Aion as a market necessity, not something they are looking to commercialize in a direct way. At some point blockchain will hit mainstream adoption and it will require mature infrastructure for his company and others to succeed. Spoke says his company is making this contribution to help the market grow.
While Nuco isn’t the only company working on this problem, Spoke is convinced that a process like this is required, and that like any technology, the market will decide which approach wins and becomes the standard.",2017-08-30,1533563,https://tctechcrunch2011.files.wordpress.com/2017/08/gettyimages-676434248.jpg?w=738,enterprise/,"blockchains,network,nuco",Nuco’s Aion network provides a way to communicate between multiple blockchains,,https://techcrunch.com/2017/08/30/nucos-aion-network-provides-a-way-to-communicate-between-multiple-blockchains/
Ron Miller,Developer,"Plaid, which is best known for helping financial services customers build applications with direct connections to their users’ bank accounts, announced today that they have released a new SDK to bring that same type of functionality to enterprise developers.
“At a high level we are the middle layer between you and your bank,” Zach Perret, CEO at Plaid told TechCrunch. When a financial services application needs to link to your bank account in a secure fashion, there’s a good chance it could be using Plaid’s tools. The company can also track transactions, verify identity, check your balance and verify income.
The new Link SDK for enterprise announced today enables enterprise developers with no financial services background to build similar functionality into any application. Given that there are lots of scenarios where it would be useful to link an app to a bank account, having a simple and secure way to do that lets the developers concentrate on their own expertise.
APIs are making it easy for developers to layer a variety of different tools inside an application without having to have the expertise to build it from scratch. It’s a common approach. Stripe does it for payments. Okta does it for identity. Box does it for content services and Twilio does it for communications, as a few examples.
If you’ve ever been to a hackathon, you see how powerful this approach can be. With less than 24 hours to build an application, developers are able to create rich apps with a variety of functionality, but not all SDKs are created equal, and Perret says that Plaid is trying to gain an edge by simplifying the developer experience.
He says a big part of his company’s approach is building an attractive interface that makes it easier to add Plaid features to an app, and while they’ve tuned this version specifically for enterprise developers, they are still using the same developer-centric approach they have been using in the original product.
The company has been around since 2012 and has raised almost $60 million. Its most recent round was a $44 million Series B in June 2016. Investors include Goldman Sachs, NEA and Spark Capital.
Plaid works with 9600 banks  including Wells Fargo, Citi, and Chase. One of its earliest customers was Venmo, the app used to send cash from a bank account to any third-party (and which has been used to settle more than a few college bar bills).",2017-08-30,1533498,https://tctechcrunch2011.files.wordpress.com/2017/08/gettyimages-675247672.jpg?w=738,enterprise/,"apis,software,financial-services,plaid",Plaid delivers bank account integration to enterprise developers,,https://techcrunch.com/2017/08/30/plaid-delivers-bank-account-integration-functionality-to-enterprise-developers/
Frederic Lardinois,Cloud,"OpenStack, the massive open-source project that aims to bring the power and ease of use of public clouds like AWS and Azure to private data centers, today launched Pike, the sixteenth major version of its software. As usual, there’s a massive number of updates here, but the core theme is that the various development teams have focused on making OpenStack more composable, so that companies can more easily pick and choose the features they want. In addition, the community has renewed its focus on helping OpenStack operators manage the lifecycle of the various OpenStack tools with services like Kubernetes and Ansible.
Mark Collier, the OpenStack Foundation’s COO, and Lauren Sell, the organization’s VP of Marketing and Community Services, told me earlier this week that they are now seeing a number of emerging use cases for OpenStack. One of these is edge computing — a trend that Microsoft, Amazon and other public cloud providers are also now addressing. “There is a huge demand for cloud computing in many different forms,” Collier said. “That’s impacting what we’re doing.” Some of the most prominent companies that are now looking at using OpenStack for their edge computing solution include Verizon (TechCrunch’s corporate overlords), Walmart (which wants to do computing right in its stores) and Inmarsat (which is looking at using OpenStack to power the on-board computing power on large ships).

Collier and Sell also noted that in their view, multi-cloud is becoming a standard operating model now and that many of the businesses the organization is talking to aren’t just looking at using multiple public clouds for their workloads but are also operating private clouds. “One piece of this, too, is that it’s also not that binary — it’s not private or public,” Sell said. “It’s becoming much more of a spectrum.”
Why the trend toward private clouds? Collier and Sell argue that it’s about cost, capabilities and compliance. Indeed, I’ve now heard from a number of enterprises that are moving to private clouds because their steady workloads aren’t a good fit for the public cloud billing model, which gives you a lot of flexibility to turn servers on and off, but you pay a premium for that. For workloads that run close to 24/7, operating a private cloud can often be more affordable.
For many companies, a private cloud also gives them access to capabilities that aren’t available in the public cloud. That may be specific networking functions for the many telecoms that operate OpenStack deployments, or specific hardware for machine learning workloads. For others, operating a private cloud isn’t even optional, especially if they have to fulfill certain regulatory and data sovereignty requirements.
Collier also noted there’s a trend toward having third-party vendors like RackSpace, Canonical or Mirantis operate these private clouds, which in his view means that the companies are getting the best of both worlds: the cost-savings and capabilities of a private cloud combined with the ease of use of public clouds.
OpenStack also is seeing massive growth in interest in China. Some of the largest enterprises there run OpenStack clouds, including the country’s largest railway system, China UnionPay, China Mobile, Huawei and ZTE. It’s also worth noting that Tencent’s massively popular WeChat service runs at least partially on OpenStack. This momentum is creating a new local startup ecosystem of companies that want to support these users.
Looking ahead, Collier and Sell noted that the organization is now looking at how the project can better support new use cases like edge computing and machine learning.",2017-08-29,1533149,https://tctechcrunch2011.files.wordpress.com/2017/08/img_20161025_090744.jpg?w=738,enterprise/,"edge-computing,enterprise,open-source,openstack",OpenStack sees new use cases in edge computing and fast-growing interest in China,,https://techcrunch.com/2017/08/29/openstack-sees-new-use-cases-in-edge-computing-and-fast-growing-interest-in-china/
Ingrid Lunden,Apps,,2017-08-29,1532968,https://tctechcrunch2011.files.wordpress.com/2015/02/newspapers.jpg?w=738,enterprise/,"ai,media-monitoring,meltwater","Meltwater acquires Algo, an AI-based news and data tracker",,https://techcrunch.com/2017/08/29/meltwater-acquires-algo-an-ai-based-news-and-data-tracker/
